date,year,month,value
2011-05-01,2011,5,0.6000
2011-06-01,2011,6,0.4000
2011-07-01,2011,7,1.6000
2011-08-01,2011,8,0.7000
2011-09-01,2011,9,1.7000
2011-10-01,2011,10,1.2000
2011-11-01,2011,11,1.8000
2011-12-01,2011,12,4.1000
2012-01-01,2012,1,1.8000
2012-02-01,2012,2,0.8000
2012-03-01,2012,3,1.2000
2012-04-01,2012,4,-0.4000
2012-05-01,2012,5,0.1000
2012-06-01,2012,6,-0.7000
2012-07-01,2012,7,-0.1000
2012-08-01,2012,8,-0.3000
2012-09-01,2012,9,0.4000
2012-10-01,2012,10,0.5000
2012-11-01,2012,11,0.4000
2012-12-01,2012,12,-1.0000
2013-01-01,2013,1,-0.1000
2013-02-01,2013,2,-0.4000
2013-03-01,2013,3,2.5000
2013-04-01,2013,4,0.4000
2013-05-01,2013,5,1.3000
2013-06-01,2013,6,2.0000
2013-07-01,2013,7,1.3000
2013-08-01,2013,8,0.3000
2013-09-01,2013,9,0.5000
2013-10-01,2013,10,-0.1000
2013-11-01,2013,11,1.2000
2013-12-01,2013,12,0.1000
2014-01-01,2014,1,2.4000
2014-02-01,2014,2,0.1000
2014-03-01,2014,3,-1.5000
2014-04-01,2014,4,1.3000
2014-05-01,2014,5,0.9000
2014-06-01,2014,6,0.3000
2014-07-01,2014,7,-0.3000
2014-08-01,2014,8,-1.2000
2014-09-01,2014,9,-1.2000
2014-10-01,2014,10,-1.0000
2014-11-01,2014,11,-1.5000
2014-12-01,2014,12,-0.9000
2015-01-01,2015,1,-1.4000
2015-02-01,2015,2,0.4000
2015-03-01,2015,3,-1.2000
2015-04-01,2015,4,-0.1000
2015-05-01,2015,5,-1.2000
2015-06-01,2015,6,-0.9000
2015-07-01,2015,7,-1.9000
2015-08-01,2015,8,-2.4000
2015-09-01,2015,9,-2.7000
2015-10-01,2015,10,-2.8000
2015-11-01,2015,11,-0.8000
2015-12-01,2015,12,-0.9000
2016-01-01,2016,1,-3.6000
2016-02-01,2016,2,-3.2000
2016-03-01,2016,3,-0.1000
2016-04-01,2016,4,-2.0000
2016-05-01,2016,5,0.7000
2016-06-01,2016,6,1.1000
2016-07-01,2016,7,0.7000
2016-08-01,2016,8,1.2000
2016-09-01,2016,9,2.0000
2016-10-01,2016,10,-0.4000
2016-11-01,2016,11,-0.2000
2016-12-01,2016,12,0.5000
2017-01-01,2017,1,0.3000
2017-02-01,2017,2,-0.1000
2017-03-01,2017,3,1.5000
2017-04-01,2017,4,-0.3000
2017-05-01,2017,5,0.4000
2017-06-01,2017,6,-0.7000
2017-07-01,2017,7,1.3000
